Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
SHREE PHARMA (INDIA),75,2,6,2,3,60,28071444.29,MEHSANA ,"PLOT - 303, SOBHASAN CHAAR RASTA, VIJAPUR ROAD,",12.5,64.7
SARA REMEDIES LIMITED,33,2,4,1,9,33,28052661.62,CHANDIGARH ,H. NO. 453 SECTOR 37-A,8.25,66.7
GALEN PHARMACEUTICALS LIMITED,72,2,11,5,9,44,28052209.73,,"334/5, GIDC ESTATE VAGHODIA",6.55,53.2
CHR.HANSEN (INDIA) PRIVATE LIMITED,127,2,14,2,1,81,28048224.43942406,"ANDHERI(E),MUMBAI ","UNIT NO.605,606,6TH FL.EVEREST GRANDE,MAHAKALI CAVES ROAD",9.07,61.8
RAFAIS,1123,2,15,2,89,822,28027070.24687733,"MANGALORE,KARNATAKA ","16-6-391/38 SHOP NO 205,SECOND FLO OR, BMK COMPLEX",74.87,55.9
LUXICA PHARMA INC,38,2,8,3,2,31,28002041.68,,"PLOT NO. 2308, PHASE III GIDC, PANOLI,",4.75,53.3
HEALING VIBES PHARMACY LLP,6,1,2,1,1,2,28001225.28,,,3.0,68.0
TALON HEALTHCARE LLP,81,2,8,2,24,54,27931931.72,SURAT,"302, MAHARSHI APRTS CO-OP SOC LTDBESIDE COMMISSIONER BUNGLOW CONTACT NO: 919722020371",10.12,65.1
SUAVE MED SCIENCES PRIVATE LIMITED,5,2,3,1,2,4,27915805.91,GURUGRAM,"90A UDYOG VIHARPHASE-4, GURUGRAM",1.67,59.1
YUVANSH INTERNATIONAL,600,1,5,2,3,412,27909243.856967382,"NEW DELHI,DELHI ","808 GALI DORE WALI MAIN BAZAR,PAHA R GANJ",120.0,55.2
LIFE LINE BIOTECH LIMITED,57,2,3,3,19,51,27889895.74016257,NEW DELHI ,"418, TOWER-2, MOUNT KAILASH EAST OF KAILASH",19.0,59.2
A N PHARMA,7,1,3,1,2,5,27842000.0,"DELHI,DELHI ","G/2, 52-B KRISHNA COMPLEX,HASANPUR IP EXTN DELHI",2.33,80.2
SUGAM HEALTHCARE LLP,140,2,14,9,1,103,27797277.552754197,Sarigam INA,"PLOT NO. 1110, RD NO. 11, OPP. 66 KV POWER SUBSTATION,BYPASS RD, SARIGAM GIDC, SARIGAM, TA. UMBERGAON",10.0,49.0
GONANE PHARMA,15,2,12,8,3,8,27782325.03,"AHMEDABAD,GUJARAT ","A 401 NEELKANTH AVENUE,OPP SEEMA H ALL 100 FT ROAD",1.25,73.4
AAASH HERBALS & SPICES INDIA LLP,671,1,4,3,4,383,27751255.84,,N/AN/A,167.75,47.8
MALVIYA CHEMICALSANDPHARMACEUTICALS PVT LTD,9,2,7,5,3,8,27749659.01,"NEW DELHI , ","B-67, N.D.S.E. -II",1.29,72.5
MEDI INOVA,623,2,17,2,12,457,27644735.079878543,PUDHUMAVILANGAI &amp; POST KADAMBATTUR,"OLD NO 188/B NEW S NO 188B/2B,PUD HUMAVILANGAI MAIN ROAD",36.65,62.7
MJFH GLOBAL PRIVATE LIMITED,74,2,9,1,1,20,27583245.3,UNNAO,"C/O MOHD JAVED KHAN, SANA FARM, VILLAGE - ITKUTI,AJGAIN,",8.22,66.2
DAMES MEDICAL SUPPLIES,20,2,12,4,4,17,27488020.04,GHAZIABAD,"GK-2/120, SPACE NO. 2GYAN KHAND -2, INDIRAPURAM",1.67,62.9
RUDRA MARKETING SOLUTIONS,53,2,11,5,11,35,27479787.83,"AHMEDABAD,GUJARAT ","SHOPNO.7,PUBLICWEIGHBRIDGE COMPOUN D,PLOT NO. 313, PHASE II, GIDC, VAT",4.82,55.3
MEHTA HEALTHCARE PRIVATE LIMITED,86,2,13,9,1,73,27404580.98804808,RAJKOT ,"`AMRUTMANTHAN HOUSE`, SADAR CHHATRALLAYA ROAD,",6.62,51.7
AVNI CHLOROCHEM PVT LTD,197,2,4,1,3,174,27403439.48,BARODA (GUJARAT) ,"202, AMRAPALI, 140 VINAYAK SOCIETY, AKOTA",49.25,66.7
PHARM DEAL,113,2,11,2,15,55,27389661.153712317,PUNE/MAH ,"1313 SADASHIV PETH, OPP BHARAT NATYA MANDIR,",10.27,43.2
SAVIOUR INTERNATIONAL,98,2,13,2,18,85,27315747.13,"NEW DELHI,DELHI ","B-179, 1ST FLOOR, DDA SHED,OKHLA I NDUSTRIAL AREA, PHASE-1",7.54,60.2
INDIAN HERBO PHARMA,236,2,8,2,1,81,27249755.78135528,"LUDHIANA,PUNJAB ","STREET NO 3 VISHAL COLONY,KAKOWAL ROAD BASTI JODHEWAL",29.5,62.0
SWAN SWEETS PVT LTD,13,2,7,1,1,11,27224931.75,DIST.JAMNAGAR/GUJARAT ,"SURVEY NO.126, JAMNAGAR-KHAMBHALIYAHIGHWAY, AT POST VASAI,",1.86,72.9
DORSAL EXPOVENTURE PRIVATE LIMITED,497,2,20,8,2,170,27223743.39,"DELHI,DELHI ","1004, , 10TH FLOOR, D-9, GOPAL,HEI GHT NETAJI SUBHASH PLACE,",24.85,64.4
THYKN INDIA INTERNATIONAL,7,2,6,3,3,6,27190572.72812,"MUMBAI, MAHARASHTRA. ","202,KUNTAL,MODY ESTATES,L.B.S.MARG,NEAR GHATKOPAR PIPELINE,GHATKOPAR-W",1.17,74.1
TERRACE PHARMACEUTICALS PRIVATE LIMITED,76,1,5,1,23,58,27168000.0,,"F-68, PHASE-VII, INDUSTRIAL AREA,",15.2,79.9
NBZ HEALTHCARE LLP,19,2,7,1,2,5,27115839.0,"MUMBAI,MAHARASHTRA ","37, UJAGAR INDUSTRIAL ESTATE,W T P ATIL MARG NEAR DUKES COMPANY",2.71,70.9
AMIN IMPEX PRIVATE LIMITED,37,2,8,5,1,26,27110702.62,NEW DELHI ,"504, VISHAL TOWERS, DISTRICT CENTRE, JANAKPURI",4.62,43.7
LGW INDUSTRIES LIMITED,24,2,9,1,1,19,27052107.03,"P.O. RAJARHAT GOPALPUR, KOLKATA ",. NARAYANPUR 24 PARGANAS(N),2.67,60.6
TUNIC HEALTH CARE,11,2,4,1,4,7,26954132.4,AHMEDABAD- ,"128/A/1, PHASE- I &AMP; II GIDC, NARODA",2.75,64.7
G.D. PHARMACEUTICALS PRIVATE LIMITED,99,2,12,4,1,73,26912925.900000002,"KOLKATA, WEST BENGAL ","94, NALINI RANJAN AVENUE,",8.25,59.5
CANDID LIFESCIENCE,45,2,14,6,15,44,26869493.9,"AHMEDABAD,GUJARAT ","306, ABHISHEK COMPLEX, NEAR ANKUR, NARANPURA, AHMEDABAD",3.21,51.2
CHHARIA IMPEX PRIVATE LIMITED,5,1,3,3,2,3,26827915.15,GHAZIABAD,"209, SECOND FLOOR, ANSAL'S SATYAMRAJ NAGAR DISTRICT CENTER,",1.67,59.1
AUSHADHI WELLNESS PRIVATE LIMITED,85,2,14,4,1,54,26718770.18,RAJKOT - GUJARAT - ,"101, DWARKADHISH, TAGORE ROAD,",6.07,55.5
KESHAVLAL VAJECHAND,43,2,7,3,6,35,26630339.831391636,"MUMBAI, MAHARASHTRA ","ABAN HOUSE,1ST FL., 25/31 ROPEWALK STREET,OFF K.DUBASH MARG,FORT,",6.14,57.8
KNOX LIFE SCIENCES,74,2,5,2,9,34,26603220.32,CHANDIGARH ,"421 INDUSTRIAL AREA , PHASE 2",14.8,55.3
ABHAYA EXPORTS PVT LTD.,76,2,17,1,2,55,26597512.270171147,"CALCUTTA ,WB ","2A,GRANT LANE 1ST FLOOR",4.47,54.4
S V HEALTHCARE,162,2,17,5,32,151,26579314.221478112,AHMEDABAD,"C-603, SIDDHIVINAYAK TOWEROFF S G HIGHWAY, MAKARBA",9.53,59.1
PHARMA CONCEPT,1198,1,7,1,4,47,26564161.169999998,"URBAN KOSAD ROAD SURAT,GUJARAT","SHOP NO 206 2ND FLOOR ROYAL SQUARE ,NO 194 3 3 BL NO 121 TP 27 FP 25",171.14,41.7
MEDISOL LIFESCIENCE PRIVATE LIMITED,23,2,9,6,4,17,26560669.48,"MUMBAI, MAHARASHTRA ","228, PRAGATI INDUSTRIAL ESTATE, N.M.JOSHI MARG, LOWER PAREL(EAST)",2.56,71.6
ARHAAN INTERNATIONAL,1085,2,20,5,3,411,26533457.898887232,"VILLAGE MUNDKA,","KHASRA NO. 92/15, GROUND FLOOR,MUNDKA UDHYOG NAGAR,",54.25,62.8
GARWARE FULFLEX INDIA PRIVATE LIMITED,25,2,5,1,1,11,26513107.39,MUMBAI,"2A-3, 2ND FLOOR, MAKER BHAVAN II,18 VITTHALDAS THACKAREY MARG, NEW MARINE LINE",5.0,68.1
RAY LIFE SCIENCES PRIVATE LIMITED,28,2,2,1,5,16,26477933.9,KARNATAKA ,"41, KHB INDUSTRIAL AREA,YELAHANKA,BANGALORE",14.0,62.3
ZANEKA HEALTHCARE LIMITED,114,2,10,3,23,102,26421071.35,,"BHEL ANCILLIARY ESTATE,RANIPUR",11.4,64.9
SHREE VENKATESH INTERNATIONAL LIMITED,115,2,13,10,23,110,26311497.324997526,SURAT/GUJARAT ,"SHOP NO.2440-41, 1ST FLR., WING-D NEW BOMBAY MKT.,RING ROAD, UMARWADA",8.85,47.0
MEDIZEST PHARMACEUTICALS PRIVATE LIMITED,185,2,17,3,2,60,26277816.08946798,"HORNIMAN CIRCLE, FORT, MUMBAI, ","C/O.DURGA TRADING CO., BHARAT INSURANCE BUILDING, 15-A,",10.88,68.5
CHINSRI PHARMACEUTICALS,89,2,16,8,9,61,26261195.800588984,"MUMBAI, MAHARASHTRA ","701, PENINSULA PLAZA, A - 16, VEERA INDL. ESTATE, ANDHERI (W),",5.56,61.0
VINIT ENTERPRISES,77,1,5,5,1,60,26252000.0,JALANDHAR ( PUNJAB) ,"14,1ST FLOOR, CONNAUGHT CIRCUS HIND SAMACHAR GROUND",15.4,47.8
MDAAC INTERNATIONAL PRIVATE LIMITED,27,1,3,1,7,22,26241217.81,NEW DELHI,"30,HANUMAN LANE CONNAUGHT PLACE CONTACT NO: 9198106",9.0,71.4
A N Pharmaceuticals,117,2,10,1,21,90,26226855.780650284,DEHRADUN,HOUSE NO-353G M S ROAD,11.7,46.3
VIE SAINE PHARMACEUTICALS,92,2,9,6,1,75,26224546.760894142,DOMBIVALI-EAST,"7TH FLOOR, FLAT NO. 704, BLDG NO.4, LOTUS APT, REGENCY ESTATE,KALYAN SHIL ROAD, DOMBIVLI EAST,",10.22,42.8
HINDUSTAN BIOSYNTH LIMITED,13,2,4,4,1,13,26223683.0,,"157, 1ST FLOOR, GIDC INDL ESTATE POR RAMANGAMDI,",3.25,45.7
OTO MOTIVE PRODUCTS (INDIA) PRIVATE LIMITED,25,2,7,4,5,24,26168442.330000002,MUMBAI,"702 A, POONAM CHAMBERS, DR A B ROAD, WORLI,MUMBAI CITY, MAHARASHTRA,",3.57,68.8
AGVITO PHARMACEUTICAL COMPANY,156,1,7,2,25,116,26134967.03,,N/AN/A,22.29,57.5
VIV LIFE LLP,21,2,3,2,2,5,26114503.0,HYDERABAD,"8-2-120/86/9/A2NORTH END COMPLEX, ROAD NO.2, BANJARAHILLS,HYDERABAD-500034, TELANGANA,INDIA",7.0,42.3
TC WORLD,662,2,14,4,4,397,26095540.6462106,CHENNAI,GROUND FLOOR SHOP NO 32 TNHB COMPLEXNEW NO 4 OLD NO 180 LUZ CHURCH ROAD MYLAPORE,47.29,46.5
D.K. ENTERPRISES,21,2,7,1,4,16,26041243.11,"KARASWADA, GOA ","B3/05, SAPANA VILLAGE CO-OP HSGLTD NEAR PEDDEM SPORTS COMPLEX",3.0,60.0
REELABS PRIVATE LIMITED,17,2,12,1,1,7,25996478.5,MUMBAI ,12/107 MAINSON BELEVEDER CHS MAHARSHI KARVE ROAD,1.42,61.1
KAYGEE IMPEX,80,1,3,1,16,55,25990605.03,,N/AN/A,26.67,55.4
MIL LABORATORIES PRIVATE LIMITED,307,2,19,4,1,197,25965017.149629615,"VILE PARLE (E), MUMBAI, M.S. ","PLOT NO.315, 2ND FLR, VRAJ BHOOMI NEHRU ROAD, B/H CANARA BANK,",16.16,57.9
COMMERCE INDIA,154,2,15,5,1,48,25905357.982224073,COIMBATORE / TAMIL NADU ,"320, NSR ROAD, SAIBABA COLONY,",10.27,61.9
SHRIZAL PHARMA PRIVATE LIMITED,26,1,5,2,6,14,25879252.16,,N/AN/A,5.2,54.3
PHARM PRODUCTS PRIVATE LIMITED,69,2,16,5,3,34,25841083.348569673,,VIJAI MEDICAL COLLEGE ROAD,4.31,58.8
PRISM LIFE SCIENCES LIMITED,145,2,10,4,24,144,25814118.103608586,"NAVI MUMBAI, MAHARASHTRA. ","1003/1004,10TH FLR,A-WING THE GREATEASTERN SUMMIT ,SEC-15, CBD BELAPUR",14.5,48.2
ESPEE PHARMA CHEM PRIVATE LIMITED,49,2,16,17,6,40,25804444.37,C.G.ROAD/ AHMEDABD/GUJARAT ,"814, `DEVPATH`, BESIDE LAL BUNGLOW,OPP: KIDS GARTEN SCHOOL,",3.06,54.1
THERAPEIA BIOTICS PRIVATE LIMITED,92,2,7,1,3,63,25787712.678416956,New Delhi,"308 AGGARWAL TOWER PLOT NO. 2SECTOR-5, DWARKA CONTACT NO: 919161970800",13.14,60.8
Goldfield Healthcare,316,2,19,16,23,203,25680435.64,Mumbai,"302, ZEST BUSINESS SPACES,M.G.ROAD, GHATKOPER (E)",16.63,57.1
ACT LIFESCIENCES PRIVATE LIMITED,279,2,20,3,52,224,25656740.122250628,MAHARASHTRA ,"A 2101,PALM PARADISE, SECTOR-17, SANPADA , NAVI MUMBAI,",13.95,51.5
PNEU-PHARMA ( INDIA),35,2,12,5,13,34,25649314.91,"NEW DELHI,DELHI ","BG 6/314A,PASCHIM VIHAR",2.92,56.6
VETBIOCHEM INDIA PRIVATE LIMITED,75,2,14,10,2,53,25608647.944644924,PUNE/MAH ,"FLAT NO. 301, ALLIANCE HARMONY, 128/6, S.NO 781 SHIVAJINAGAR",5.36,47.8
PRIME DENTAL PRODUCTS PRIVATE LIMITED,693,2,20,18,1,514,25530044.879916776,"MUMBAI,MAHARASHTRA. ","68 RAJA IND. ESTATE, GROUND FLOOR P.K. ROAD,MULUND-WEST",34.65,55.8
SYNERGENE ACTIVE INGREDIENTS PRIVATE LIMITED,19,2,12,7,3,12,25495987.64,HYDERABAD.AP ,"FLAT NO 302,BHANU ENCLAVE, BESIDE ESI HOSPITAL, ERRAGADDA.",1.58,70.3
ONCOHEAL HEALTHCARE LLP,251,2,11,4,22,149,25492038.26,Ahmedabad,"131, MEGHREJI COMPLEX, B/H NAVJIVAN HOTELSG HIGHWAY, NR SANAND CROSS ROAD, SARKHEJ",22.82,53.6
APAAR EXPORTS,98,2,17,2,2,63,25467833.83,DELHI ,"A-2/8, RANA PARTAP BAGH",5.76,54.9
VASU ENTERPRISES,22,2,4,2,2,10,25461945.32,LUDHIANA,485/4 SHAM NAGAR MAIN ROADNEAR DHARAM KANDA CONTACT NO: 919417046197,5.5,43.8
RAVAL TRADING CO.,171,2,18,6,2,87,25430306.07,"STATION, CHEMBUR ,MUMBAI,M.S. ","FT 20, 2ND FLOOR, GRDBL/LR B WING SITA EST. R.C. MARG, NR MONORALI",9.5,46.1
PRINCE CARE PHARMA PRIVATE LIMITED,61,2,13,10,1,61,25395782.42,BHAVNAGAR/GUJARAT ,"255-2, G.I.D.C. CHITRA,",4.69,52.5
LAUREL PHARMA LABS,199,2,19,1,30,196,25355347.84,"HYDERABAD, AP. ","PLOT NO.35, IDA, BALANAGAR,",10.47,65.8
INFOCUS REMEDIES PRIVATE LIMITED,198,2,6,2,36,95,25352271.85,AHMEDABAD,"BLOCK C 6/F OFFICE 609 DEV AURAMANANDNAGAR CROSS ROAD, PRAHLADNAGAR, VEJALPUR",33.0,43.2
EXIM TRAC,196,2,19,8,15,105,25334058.16,"KANDIVILI(W),MUMBAI, MAHARASHTRA ","LAXMI CO.OP. HSG. SOCIETY LTD., BLDG. NO.2, SHOP NO.3, M.G.CROSS RD",10.32,65.4
OXFORD LIFESCIENCES PRIVATE LIMITED,62,2,13,5,2,59,25327380.288828444,"MUMBAI, MAHARASHTRA. ","B-306, CRYSTAL PLAZA, NEW LINK ROAD, ANDHERI (WEST)",4.77,62.5
INDO GULF COMPANY,62,2,15,9,8,56,25303719.611634,MUMBAI ,"51/57, DONTAD STREET,1ST FLOOR, OFFICE NO.11 ,MASJID(WEST)",4.13,64.3
GLOPHARM LABORATORIES PRIVATE LIMITED,29,2,12,4,12,27,25281342.61,MUMBAI. ,"A-404, ANMOL EXCEL ESTATE, OFF S V ROAD,GOREGAON WEST,",2.42,64.8
PENTAGON PHARMACEUTICALS,16,2,5,2,8,16,25266609.5,CHANDIGARH,"PLOT NO 73 PHASE -2 INDUSTRIAL AREA BUSINESS & INDUSTRAIL PARK 1BUSINESS & INDUSTRIAL PARK 1 , CHANDIGARH",3.2,45.5
GNV LIFE SCIENCE LLP,36,2,6,2,14,28,25189973.0,,N/AN/A,6.0,56.1
EVEREST HEALTHCARE,150,2,4,2,1,80,25118764.94,"ROAD, AUNDH, PUNE/MAH.","101, FIRST FLOOR, ABHINAV SANKULSR NO. 132/1/1A, PUSHPAK PARK, ITI",37.5,75.2
M/S UNITED INDIA ENTERPRISES,307,2,18,1,1,53,25115730.12,KANTH,WARD NO -17 NEAR SUNHERI MASJID POST KANTHMOHALLA PATE GANJ AL AMAN SCHOOL,17.06,67.5
ARVINCARE,227,2,8,4,10,78,25113820.71,,"PLOT NO.315, BASEMENT, INDUSTRIAL AREA, PHASE-2,",28.38,36.1
DECINA PHARMA PRIVATE LIMITED,113,2,12,2,15,82,25060357.260260113,"PUNE,MAHARASHTRA ","F N. 108, B NO.G, S.NO.73/1,GERAS EMERALD CITY SOUTH, KHARADI",9.42,54.7
MAYA BIOTECH PRIVATE LIMITED,78,2,13,11,10,52,25014953.86180429,CHANDIGARH (UT). ,"PLOT NO.213, INDUSTRIAL AREA, PHASE-1,",6.0,32.9
ASHTANGA VAIDYAM AYURVEDICS,1457,2,17,8,4,1247,25001871.379733108,"THRISSUR, KERALA ","XXXVII/61, SREYAS, SURTACHITHRA- LANE, WEST T.K. ROAD, AYYANTHOLE,",85.71,33.9
ELKAY CHEMICALS PVT LTD,50,2,16,8,1,40,24968727.009997897,"PUNE, M.S. ","J-152, MIDC, BHOSARI,",3.12,56.4
BIOLOG PHARMA PRIVATE LIMITED,586,2,12,5,66,365,24967183.12,AHMEDABAD,"C/8, SAPTESHWAR CO OP H SOC LTDB/H. NAVRANG TENAMENTS, VATVA ROAD, ISANPUR",48.83,32.2
LUMIORB LIFESCIENCES LLP,7,1,3,2,1,7,24955000.0,"AHMEDABAD,GUJARAT ","BUNGLOW NO 1 VENUNAD SOCIETY,NR BA NK OF INDIA PANCHVATI CROSS RD",2.33,60.4
BORISKA PHARMA PRIVATE LIMITED,45,1,5,2,7,31,24791923.810000002,NEWLDELHI,"C-33, 2ND FLOORDDA SHEDS OKHLA INDUSTRIAL AREA PHASE-I",9.0,59.5
A.S.MARIMUTHU,34,2,8,1,1,24,24717689.44,"VIRUDHUNAGAR DISTRICT,TAMILNADU ","1-309,LABAVINAYAGAR KOIL STREET, SAMUSIGAPURAM (VIA) RAJAPALAYAM,",4.25,48.4
SCHON PHARMACEUTICALS LIMITED,43,2,2,2,10,30,24649725.54,"INDORE, M.P. ","9/3, NORTH RAJMOHALLA",21.5,77.2
WELLNESS PHARMA INTERNATIONAL,82,2,18,4,12,50,24599244.608242664,"WEST, MUMBAI, MAHARASHTRA ","SHOP NO. 201, BHAWANI CHSL, 2ND FLR, BHAWANI SHANKAR RD. DADAR-",4.56,62.7
KAMLAAMRUT PHARMACEUTICAL LLP,81,1,2,2,4,9,24554253.87,"KALOL,GUJARAT ","SHOP 1,SHUB COMPLEX,,HIGH WAY ROAD , TALUKA KALOL,",40.5,42.0
GOSPEL PHARMACEUTICALS,72,2,9,7,8,68,24549389.87251017,Ahmedabad,"SHED NO. 54, VICTORIA INDUSTRIAL PARK, KATHWADA GIDC, DASKROINULL",8.0,50.0
ROCHE DIAGNOSTICS INDIA PRIVATE LIMITED,204,2,12,5,4,54,24502716.5,MUMBAI ,"PLOT NO. 114 ROADX NO.15, MIDC ANDHERI (EAST)",17.0,42.6
MEDISNUG PHARMACEUTICALS PRIVATE LIMITED,8,1,2,1,3,6,24496345.01,HYDERABAD,"11-9-139, LAXMINAGAR COLONYKOTHAPET CROSS ROADS",4.0,73.9
NANZ MED SCIENCE PHARMA PRIVATE LIMITED,127,2,14,8,2,77,24374571.189901963,"MAYUR VIHAR, PHASE-I, DELHI ","ABHISHEK CORPORATION TOWER, PLOT NO.17A, IIND FLOOR, PANDAV NAGAR",9.07,61.4
TRADEON BAND,75,2,13,6,5,43,24337952.329877168,"DOMBIVLI EAST, M.S. ","SAMRUDHI, PLOT NO. RE-22, GYMKHANA ROAD, MIDC,",5.77,50.9
INDOSOL EXPORTS,9,2,2,1,2,6,24320600.01137999,"MUMBAI, MAHARASHTRA ","4, PODAR CHAMBERS, 4TH FLOOR, 109, S.A.BRELVI ROAD, FORT,",4.5,56.0
PHARMTRADE IMPEX,13,1,1,1,4,12,24288009.36,"THANE WEST, DIST THANE, MAHARASHTRA","501, SHREE GAGANESH CHS, MAHATMA PHULE NAGAR,",13.0,100.0
SAMDE AROMATIC PRIVATE LIMITED,3,1,2,1,1,2,24281000.0,"BHIWADI, RAJASTHAN ","E-46(B) INDUSTRIAL AREA,",1.5,68.0
NANOS MEDICARE PRIVATE LIMITED,102,2,6,2,3,90,24261198.13,"NEW DELHI,DELHI ","365/5,LS,GOVINDPURI,",17.0,53.5
LALJEE TRADELINKS PRIVATE LIMITED,250,2,5,1,1,73,24257516.31,INDORE,12 B BASEMENT KIBE COMPUND AMRIT VIJAY MANSIONNULL,50.0,66.0
GUJARAT HEALTHCARE,157,2,18,7,1,81,24238988.38,TAL SANAND DIST AHMEDABAD ,"6 ASHWAMEGH INDL. ESTATE, OPP SBI SARKHEJ BAVALA ROAD, CHANGODAR",8.72,55.7
RUN MEDWAY,797,2,20,5,52,665,24237023.16078206,SURAT,"PLOT NO. 2/B, JERAM MORARNIWADINEAR GOTALAWADI, PEOPLES CHAR RASTA, KATARGAM",39.85,67.2
SAPIEN BIOSCIENCES PRIVATE LIMITED,51,2,9,6,1,42,24213916.444285896,,"8-2-293/82/J-III/DH/900, 1ST FLOOR,AHERF BLDG, APOLLO HOSPITALS",5.67,56.5
TRIDENT PHARMA,5,1,3,1,1,3,24067000.0,PUNE/MAH ,"GANDHI BHAVAN INDUSTRIAL ESTATE, SHED NO.6, KOTHRUD,",1.67,59.1
SAINTLIFE PHARMACEUTICALS LIMITED,9,1,6,2,1,7,24061000.0,,"323,CENTRAL HOPE TOWN,INDUSTRIAL A REA SELAQUI",1.5,64.2
SHAMBHUPRASAD & SONS.,55,2,7,1,9,48,24046319.67,AHMEDABAD.,"DWIROOP BUNGALOW, 2ND FLOOR,OPP. LAL BUNGLOW, C.G.",7.86,80.1
KAPI EXPORT,226,2,11,6,29,156,24040745.4,SURAT,"SHOP NO.F/2,FIRST FLOOR,BUILD-C,SHIVAN AVENUE,CAUSEWAY DABHOLI LINK ROAD,DABHOLINULL",20.55,36.6
MULTANI PHARMACEUTICALS LIMITED,185,2,18,4,1,90,23978258.739991993,NEW DELHI ,"H-36, CONNAUGHT PLACE",10.28,69.3
HINDUSTAN BIO SCIENCES LIMITED,66,2,5,1,2,48,23921531.15,"BANJARA HILLS, HYDERABAD-AP ","PLOT NO.31,NO.8-2-269/S, ROAD NO.2,SAGAR CO-OP.HOUSING SOCIETY,",13.2,63.0
A R N ENTERPRISES,15,2,5,1,3,5,23896802.0,Pathanamthitta,"321/3,NELLIVILAYIL ANJALI GARDENSKOUDMTHARA CONTACT NO: 919074720198",3.0,52.3
FOREN TRADE LINKS,15,2,3,2,5,8,23891144.02,BADLAPUR,"601/8, HAZEL, MOHAN HIGHLANDKATRAP, BADLAPUR EAST",5.0,45.1
SAHAJANAND LIFE SCIENCES PRIVATE LIMITED.,285,2,15,6,3,199,23767738.16,"VED ROAD, SURAT/GUJARAT. ","SAHAJANAND ESTATE, WAKHARIA WADI DABHOLI CHAR RASTA, NANI VED",19.0,47.5
YASH PHARMA LABORATORIES PRIVATE LIMITED,162,1,4,4,1,132,23745405.2214794,"MUMBAI ,MAHARASHTRA ","14,RUBY HOUSE, 3RD FLOOR, L.J. ROAD, MAHIM WEST,",40.5,74.8
EURO MEDICARE LABORATORIES LLP,21,1,2,2,1,14,23695466.64,"MALAD EAST,MAHARASHTRA","A-302, SHAH ARCADE-II,,RANI SATI M ARG,",10.5,68.0
AVL LIFE SCIENCE PRIVATE LIMITED,7,2,5,1,1,4,23638334.8,"AHMEDABAD,GUJARAT ","1308, SHAPATH-V, NR CROWN PLAZA,S G ROAD, VEJALPUR",1.4,71.9
SKYMAP HEALTHCARE PRIVATE LIMITED,19,1,2,4,2,18,23622000.0,"THANE WEST,MAHARASHTRA ","A-5/502, HAPPY VALLEY, PHASE - 1, TIKUJINIWADI RD.,CHITALSAR,MANPADA",9.5,44.1
ALBERA PHARMA,94,2,9,1,16,81,23614763.72812371,AHMEDABAD,"D-410,SUMEL 11, INDIAN TEXTILE PLAZA, JAHANGIR MILL COMPOUND,NR.NAMASTE CIRCLE, SHAHIBAUG, AHMEDABAD",10.44,59.0
NUCARE LABORATORIES (INDIA),38,2,3,2,1,32,23597940.86,MEHSANA GUJARAT ,272 GIDC,12.67,59.2
Rx Solutions,188,1,3,2,55,169,23582175.352556325,Tuolbung,HRANGBUONTHANGNULL,62.67,49.6
PRINCE SUPPLICO,31,2,9,5,1,28,23578700.95,"BHAVNAGAR, GUJARAT ","2, CITY CENTRE, KALANALA,",3.44,63.9
AEGEUS PHARMA,91,2,10,1,3,66,23573106.058242623,DEHRADUN,137 VASANT VIHAR PHASE 1NEW FOREST CONTACT NO: 917906787743,9.1,47.7
SA ENTERPRISES,1590,2,9,2,8,731,23549792.048768267,Gurugram,JMD TOWER OPP-4501SECTOR-23A,176.67,59.9
PONTIKA AEROTECH LIMITED,33,2,9,6,1,19,23546923.85,"PAONTA SAHIB,HIMACHAL PRADESH ","VILL JOHRON PO PURUWALA,NAHAN ROAD",3.67,60.5
LDD BIOSCIENCE PRIVATE LIMITED,2831,2,19,19,2,2028,23546756.137863133,"HARYANA,HARYANA ","PLOT NO.-71, SECTOR-8,IMT-MANESAR, GURUGRAM,",149.0,50.0
WHEEZAL HOMOEO PHARMA,64,2,7,1,1,23,23528229.64,DEHRADUN ,157 RAJPUR ROAD,9.14,67.3
ONIKA ORGANICS,50,2,5,3,11,33,23505995.81,KARNAL/HARYANA ,"PLOT NO. 208-C, SECTOR -3, HSIIDC",10.0,48.4
GRENERA NUTRIENTS PRIVATE LIMITED,430,2,20,23,4,324,23477609.193215128,ERODE / TAMIL NADU ,"S.F.NO.1357, UPPU KINARU THOTTAM, AVAL POONDURAI VILLAGE,",21.5,59.4
IVES DRUGS ( INDIA) PVT.LTD.,114,2,7,1,2,60,23469108.73,"INDORE ,MADHYA PRADESH ","504 CHETAK CENTRE, 12/2, R N T MARG",16.29,74.8
SHREE RADHEY GOBIND INTERNATIONAL PHARMACEUTICALS,72,2,15,3,10,69,23461573.229335006,"DELHI,DELHI ","SHOP-201, BLOCK D,VARDHMAN ARIHANT TOWER VIVEK VIHAR",4.8,34.1
INDEUS LIFE SCIENCES PRIVATE LIMITED,9,1,5,3,2,6,23446004.95,"MULUND WEST, MUMBAI, MAHARASHTRA ","SUMOTORS COMPLEX, GR. FLOOR, BAL RAJESHWAR ROAD, MODEL TOWN,",1.8,58.0
