Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
NICOSIA BIOLABS INTERNATIONAL PRIVATE LIMITED,60,2,4,3,1,59,9835619.96,LUDHIANA,"B-4, 629, KHARADIAN BAZARRAJAN STREET",15.0,53.2
THINQ PHARMA-CRO LIMITED,4,2,3,1,1,2,9831000.0,MUMBAI/MAHARASHTRA ,"D-3, DAGINAWALA MANSION, 1ST FLR., SENAPATI BAPAT ROAD, MAHIM(WEST)",1.33,69.8
EATMAN FOODS INDIA PRIVATE LIMITED,48,2,9,5,2,35,9817116.17,ERODE/ TAMIL NADU ,"NO.264, NANJAIUTHUKUL I VILLAGE, GANDHI NAGAR, CHINNIAMPALAYAM POST,",5.33,65.3
ASHWIN FINE CHEMICALS AND PHARMACEUTICALS,109,2,9,3,1,60,9814790.88,"DIST.THANE, MAHARASHTRA ","3, SHANTA INDL.ESTATE, W.E.HIGHWAY, KASHI MIRA,",12.11,59.3
PUSHTI CARE EXIM,84,2,10,2,7,70,9806389.454051282,"NAGPUR,MAHARASHTRA ","SHOP NO.FF-7, FIRST FLOOR RAJAT,AR CED AMRAVATI ROAD",8.4,65.9
PHARMAWIND LIFECARE,27,2,2,1,5,25,9797886.86,SURAT,"PLOT NO, A/118,119 MATRUSHAKTI SOCIETY, FIRST FLOOR ,PUNAGAMNULL",13.5,45.4
DR. SANKUNNI'S AYURVEDIC RESEARCH FOUNDATION PRIVA,14,2,2,1,1,14,9796057.08,CHENNAI ,11 EASTPARK ROAD SHENOYNAGAR,7.0,45.2
SABIHA RESEARCH AND DEVELOPMENT LLP,42,2,5,1,2,28,9791432.46,"CHANDIGARH,CHANDIGARH ","SCO-144, 1ST FLOOR,,SECTOR-28D",8.4,57.6
PETLAD MAHAL AROGYA MANDAL PHARMACY,40,2,4,2,1,30,9785496.0,,MAI MANDIR ROAD,10.0,47.9
LIV BIO PHARMA,269,2,19,1,9,171,9784524.509600122,"PALAI KOTTAYAM,KERALA- ","V/268 A, KARAKATTU VILAKKUMADAM POOVARANY P.O",14.16,61.0
NEELKANTH FINECHEM LLP,17,2,9,6,1,13,9766187.408128565,"JODHPUR,RAJASTHAN ","PLOT NO. 44 D, 2ND -A ROAD,,SARDAR PURA",1.89,67.1
HEALTH PHARMA,4,2,3,2,2,3,9762110.0,SURAT,FOURTH FLOOR 414 SILVERSTONE ARCADECAUSWAY ROAD KATARGAM CONTACT NO: 919913925156,1.33,69.8
SAI SNEHA MEDICO,148,1,3,1,22,56,9739000.0,SAHARANPUR/U.P. ,"OPP.RAKESH TALKIES ROAD,",49.33,54.8
ATHARVA NATURE HEALTHCARE PRIVATE LIMITED,260,2,17,5,2,233,9731722.368684864,PUNE/MAH. ,"GAT NO. 676, NEAR KESNAND PHATA WAGHOLI,",15.29,61.5
MEN TSEE KHANG TIBETAN MEDICAL& ASTRO INSTITUTE,285,2,17,9,1,168,9720278.570727875,"N.DELHI , ","13, JAIPUR ESTATE, NIZZAMUDIN EAST,",16.76,50.3
PRIONS BIOTECH,9,2,2,2,1,7,9716930.24,"BELGAUM,KARNATAKA ","PLOT NO. 2257, CTS NO.2520,RAMTIRT H NAGAR",4.5,68.0
BIO INDIA BIOLOGICALS (BIB) CORPORATION,4,1,4,1,1,3,9708176.0,"HYDERABAD, AP. ","406, BLOCK-D, SHANTI GARDENS, NACHARAM,",1.0,100.0
PREMCHAND TRADING COMPANY,87,2,18,2,1,24,9696234.77,"COLLEGE ROAD,WADALA-E,MUMBAI, M.S. ","A-230,ANTOP HILL WAREHOUSING COMPLEX,BARKAT ALI NAKA,VIDYALANKAR",4.83,42.6
STRIVE EXOTICA,141,1,4,1,1,109,9628928.717285655,,N/AN/A,35.25,70.2
AGILE BIOTECH,12,2,3,1,1,3,9624640.0,RAJKKOT/GUJARAT ,"BLOCK NO.20, CHAITNYA BANGLOW NO.1,OPP.FULWADIPARK,NANA MAVA RD,",4.0,53.6
KREATIVE ACTIVES PRIVATE LIMITED,1,1,1,1,1,1,9622379.0,HYDERABAD,"H.NO. 8-2-293/82/A/1306, ROAD NO.65JUBILEE HILLS",1.0,100.0
DVS BIOLIFE LIMITED,32,2,9,4,1,28,9599283.5,HYDERABAD. AP ,"PLOT NO.1162, MAYURI NAGAR, MIYAPUR,",3.56,42.7
CENTRALNEXT OVERSEAS PRIVATE LIMITED,8,1,1,1,1,7,9572000.0,Hyderabad,"PLOT NO11,SRI VISHNU NIVAS,FLATNOG1SURVEY NO 75,76,77 AND78, NIZAMPET CONTACT NO: 916302665656",8.0,100.0
CREATIVE DRUG INDUSTRIES,103,2,20,26,1,91,9567476.561287021,"NAVI MUMBAI, MAHARASHTRA. ","308, RAIKAR BHAVAN, SECTOR-17, VASHI",5.15,60.3
JUNE ENTERPRISES PRIVATE LIMITED,60,2,16,6,1,47,9550274.540113883,"UNIT NO.7,PLOT NO-R.798,NAVI MUMBAI","GALA NO.7,GROUND FLOOR TTC, INDUSTRIAL AREA HASTI INDUSTRIAL",3.75,51.6
SRIVEDA SATTVA PRIVATE LIMITED,258,2,19,15,2,186,9535738.618508257,"BANGALORE,KARNATAKA ","NO.54/46, III FLOOR, 39TH A CROSS, ,11TH MAIN ROAD, 4TH T BLOCK,",13.58,60.7
ELEGANT DRUGS PRIVATE LIMITED,6,2,3,2,3,5,9501229.0,KARNATAKA ,NEW COTTON MARKET HUBLI,2.0,53.6
JVG HEALTHCARE,527,2,13,2,25,280,9485256.29,AHMEDABAD,43 CHANDRAMA SOCNEW G WARD KUBERNAGAR AHMEDABAD,40.54,67.0
A D INTERNATIONAL,43,2,8,4,5,37,9451830.78,"AHMEDABAD,GUJARAT ","C FF 112 TITANIUM CITY CENTER,NR S ACHINTOWER 100FT ROAD SATELLITE",5.38,52.9
G. R. PHARMAA EXPORTERS IMPORTERS,4,1,1,1,1,1,9444000.0,COIMBATORE / TAMIL NADU ,"OLD NO:371, NEW NO:693 RAJA STREET",4.0,100.0
NAMAN ENTERPRISES,80,1,1,1,2,18,9444000.0,VASAI WEST,"3,PATIL CHAWL,GR FLR,B/H CHEERS BAR,MANICKPUR NAKA",80.0,100.0
KHATRI ART JEWELLERS,26,2,3,2,1,19,9443214.71,"BOMBAY , ","105/KAZI STREET, PHYDHONI,",8.67,61.1
Dvertex Healthcare,15,2,4,2,6,9,9436955.16,GREATER NOIDA WEST,"2ND, C-202, AJNARA LE GARDEN, SECTOR 16BNULL",3.75,74.9
SHIVANSH ENTERPRISES,282,1,5,1,2,177,9410000.0,MEERUT,"A-46, GANGA NAGAR, GANGA SAGAR COLONYMEERUT, UTTAR PRADESH",56.4,81.1
CONNUCT LIFESCIENCES PRIVATE LIMITED,7,2,3,3,2,7,9355612.58,"HYDERABAD,TELANGANA ","FLAT NO. 407, SATYA SAI APARTMENT, AMEERPET,",2.33,60.4
VIRIDIS BIOPHARMA PRIVATE LIMITED,7,2,4,2,1,3,9341038.74,"CHUNABHATTI, MUMBAI, MAHARASHTRA ","6/10, JOGANI INDL. COMPLEX, SRI SAIINDL. PREMISES, V.N. PURAV MARG,",1.75,64.6
ICON PHARMA,35,1,1,1,1,35,9334424.27,AHMEDABAD ,"PLOT NO. 11-A, GIDC INDUSTRIAL ESTATE, PHASE- I , NARODA,",35.0,100.0
BHAGWATI TRADERS,8,1,4,2,1,6,9323000.0,"BHAGIRATH PALACE,DELHI ","BUILDING NO.1975-76, SHOP NO. 1 2,KATRA LACHU SINGH, NARAIN BAZAR,",2.0,58.6
REEVAX PHARMA PRIVATE LIMITED,28,2,16,6,1,17,9316987.55,IE BALANAGAR MANDAL HYDERABAD AP ,"NO.5-36/23/A, PLOTNO.22A, 2ND FLOORPRASHANTI NAGAR KUKATPALLY",1.75,67.1
LAXMIRATNA & SAPPHISUN PHARMACEUTICALS PRIVATE LIM,41,1,3,3,2,27,9296000.0,MUMBAI,"525/7, MAGTHANE BHARAT DARSHAN CHSL,, JAI MAHARASHTRA NAGARTATA POWER HOUSE,BORIVALI E",13.67,39.3
NEWSKY HEALTH PHARMA PRIVATE LIMITED,31,2,8,3,1,24,9294960.49,MUMBAI,"SHOP NO 9, FIRST FLOOR ,SAI KRUPA MALL, L.T. ROAD DAHISAR WEST,MUMBAI.NULL",3.88,45.7
CSP LIFESCIENCES PRIVATE LIMITED,15,1,3,3,4,14,9289544.97,,,5.0,45.1
AATISH INDUSTRIES,166,2,5,1,3,164,9287063.84,"MUMBAI, MAHARASHTRA ","ASHA HOUSE, 808-C, DR. BABASAHEB AMBEDKAR ROAD, DARAR T.T.,",33.2,55.8
TOSHI BIOPHARM PRIVATE LIMITED,18,2,3,1,3,15,9274624.67,"ASHOK VIHAR,DELHI ","102-106-107, B-2 VARDHMAN PLACE,,N EEMRI COLONY, PHASE-IV",6.0,77.6
NKMEDICO PHARMACEUTICAL INDUSTRIES PRIVATE LIMITED,11,1,2,1,1,6,9270336.03,,N/AN/A,5.5,52.6
ASKON HEALTH CARE,11,2,2,1,1,7,9270149.91,,,5.5,52.6
SHUBHAM PHARMACHEM PVT LTD,47,2,13,5,4,33,9260911.379564626,MUMBAI MAHARASHTRA ,"207,LAXMI PLAZA,BLDG.,NO.9, NEW LINK RD,ANDHERI(W)",3.62,55.0
GALAXY VITACARE PRIVATE LIMITED,11,1,2,3,1,11,9259138.62,,N/AN/A,5.5,46.4
CONNOTE HEALTHCARE,45,1,5,3,1,40,9238487.25,"AHMEDABAD,GUJARAT ","19,SIDDHI VINAYAK BUNGLOWS PART-2, B/H DISHANT PETROL PUMP,GHATLODIYA",9.0,41.1
CAREVISION,78,1,2,1,26,78,9235894.91,,N/AN/A,39.0,66.3
MANGALAM DRUGS AND ORGANICS LIMITED,1,1,1,1,1,1,9222840.0,"MUMBAI ,MAHARASHTRA ",292 PRINCESS STREET 2ND FLOOR,1.0,100.0
DAKSH PHARMACEUTICALS PRIVATE LIMITED,41,2,3,2,3,37,9206210.35,PANCHKULA,PLOT NO 249 DAKSH HOUSEINDUSTRIAL AREA PHASE II,13.67,67.2
SONVO LIFE SCIENCES,60,2,7,2,9,59,9198983.7,NEW DELHI ,H 1/12 GROUND FLOOR KUNWAR SINGH NAGAR NANGLOI,8.57,56.3
FENIX FARMACUTICA LLP,14,1,4,4,8,14,9190559.030000001,AHMEDABAD,"SURVEY NO 325/26, FF 5/43, SIMANDHAR CHSL DHARTI NAGAR,TRAGAD ROAD, PP RLYSTATION, CHANDKHEDA, AHMEDABAD",3.5,44.5
VANATANTRA BEAUTY ESSENTIALS PRIVATE LIMITED,39,2,6,2,1,39,9185258.29,"BANGALORE,KARNATAKA ","252, ADARSH PALM MEADOWS,,VARTHUR ROAD,RAMAGONDANAHALLI,",6.5,54.6
MEDIKURE PHARMACEUTICALS,19,2,9,3,3,17,9162740.45,"MUMBAI, MAHARASHTRA","B-601, SHIV GAURI APARTMENT CHS LTD,CHINCHOLI BUNDER ROAD, MALAD-WESTNULL",2.11,69.5
VISHNU MOHAN,48,2,7,1,1,39,9132965.64,SREEKARYAM,"TC 7/680, ANASWARA,KALLAMPALLY, CONTACT NO: 918089403013",6.86,67.6
RAKSH LIFE CARE PRIVATE LIMITED,11,1,3,2,1,6,9130778.1,GREATER NOIDA,"E 203, DESIGN ARCH E-HOMES BLOCK H, SITE C, SURAJPUR CONTACT N",3.67,59.3
AMSTER LABS LIMITED,12,1,1,2,1,4,9121249.9,"TEHSIL BADDI, DISTT. SOLAN (HP). ","KHASRA NO. 504/412/254, NEAR TOLL TAX BADDI,",12.0,100.0
SURGITECH INNOVATION PRIVATE LIMITED,97,2,19,9,1,76,9118582.36,KARNAL,PLOT NO 115SECTOR 3 HSIIDC,5.11,60.0
Airen Herbals,33,2,8,3,1,26,9078254.04,Sonipat,"1ST, 1529, HSIIDC, RAI,NULL",4.12,61.0
AARK PHARMACEUTICALS,430,2,19,6,12,250,9078105.453768926,NEW DELHI ,"B-135 GROUND FLOOR GAUTAM NAGAR,",22.63,39.4
FINA HEALTHCARE,285,1,3,3,23,62,9074189.462699624,"MUMBAI,MAHARASHTRA ","OFF NO.22, FLR NO.2, PLOT NO.16,KO LSAWALA BLG,CAWASJI PATEL RD,FORT",95.0,45.6
THAKAR EXPORTS,66,2,7,2,1,20,9059161.83,DELHI ,177/18 ONKAR NAGAR-B TRI NAGAR,9.43,54.2
Victorem International,12,1,4,1,1,4,9047000.0,Ahmedabad,"507, ABHILASHA COMPLEXANANDNAGAR ROAD, SATELLITE CONTACT NO: 919687670890",3.0,78.6
SAASKIN CORPORATION PRIVATE LIMITED,12,2,4,2,1,10,9038811.23,"CHENNAI,TAMIL NADU ","PLOT 8B,SELF HELP INDUSTRIAL ESTAT E,KEELKATTALAI, KOVILAMBAKKAM",3.0,62.2
NOVAS IMPEX,80,2,13,4,2,44,9031384.54,MUMBAI-MS ,"GARUD CHAMBERS, GR.FLR, 57/59 KAZI SAYED STREET, MASJID BUNDER",6.15,52.2
64 CODON PRIVATE LIMITED,5,1,3,1,1,5,9025411.0,KALAMASSERY,"KRIBS-BIONEST BTIC BUILDING, INTEGRATED STARTUP COMPLEXKALAMASSERY, ERNAKULAM, KERALA",1.67,74.3
ACCRETION PHARMACEUTICALS LIMITED,16,1,2,3,3,14,8991521.700000001,"CHACHARVADI, TA. SANAND, AHMEDABAD","PL.NO.29, XCELON INDUSTRIAL PARK-1,B/H INTAS PHARMACEUTICALS, VASNA, CONTACT NO: 9723755277",8.0,65.3
COMFORT MEDITEX INDIA PRIVATE LIMITED,58,2,13,6,1,38,8962665.21,PALLADAM / TAMIL NADU ,"2/949, RUPIKA GARDEN, MAHALAKSHMI NAGAR EAST, GOUNDAMPALAYAM ROAD,",4.46,62.1
N LEXO PHARMA PRIVATE LIMITED,76,2,8,1,8,49,8953865.63,GANDHINAGAR,"PLOT-1525,TF-SHOP-1,SHIVALAY ARCADE,SECTOR-6,GANDHINAGARNULL",9.5,51.6
SRIYA LIFESCIENCE PRIVATE LIMITED,57,1,3,1,9,44,8950334.66,NAVI MUMBAI,"OFFICE NO 15, 1 ST FLOOR, HARI OM S OWNERS ASSOCIATION PLOT NO 02, SECT",19.0,51.2
SUSHOBHIT HEALTH CARE PRIVATE LIMITED,27,1,4,1,7,21,8949000.0,"VADODARA,GUJARAT ","B 193 NATASHA PARK-II,NIZAMPURA",6.75,75.3
TRANSASIA BIO-MEDICALS LIMITED,156,2,15,6,1,93,8931145.18,"MUMBAI ,MAHARASHTRA ","TRANSASIA HOUSE, 8,CHANDIVALI STUDIO ROAD,",10.4,46.6
SAI ENTERPRISES,29,2,6,6,1,25,8930311.18,"VIRUDHUNAGAR,TAMIL NADU ","40 A2, SEVALPATTI SOUTH STREET,,RA JAPALAYAM,",4.83,52.6
JAFFERBHOY SALEHBHOY & CO,112,2,13,3,1,65,8912731.03,"MUMBAI, MAHARASHTRA ","70, MOHAMED ALI ROAD, 1ST FLOOR, MOHAMEDI MANZIL,",8.62,47.1
BIOSURGE HEALTHCARE INDIA PRIVATE LIMITED,55,2,12,3,1,44,8912712.17,"SURAT,GUJARAT ","PLOT NO 25, LALWALA COMPOUND,BAMBR OLI ROAD, UDHANA",4.58,56.7
OCEAN PHARMA,40,1,1,1,9,39,8899000.0,,,40.0,100.0
VORA SPICE MILLS LLP,42,2,14,2,1,20,8889408.11,"KACHPADA MALAD WEST,MAHARASHTRA ","723, B-WING, JASWANTI ALLIED,BUSIN ESS CENTRE RAMCHANDRA LANE,",3.0,54.4
PHARMINOX LABORATORIES,63,2,4,2,2,62,8848765.84,BADDI,"PLOT NO. 10, HPSIDC EXT.INDUSTRIAL AREA",15.75,36.4
TABNCAP HEALTHCARE,32,2,7,4,5,29,8843344.29,"AHMEDABAD,GUJARAT ","FLOOR 3, 16 SHWETANJALI HO.SOC.LTD ,OPP. SACHIN TOWER, SATELLITE",4.57,58.8
SHRI NIVAS (GUJARAT) LABORATORIES PVT LTD,13,1,1,1,5,13,8841000.0,PATNA / BIHAR - ,"VEENA VILLA, SWARAJ PATH, TILAK NAGAR (EAST), KANKARBAGH,",13.0,100.0
LAKSHY MERCHANDISE,130,2,16,5,10,101,8834126.38,"NIRNAYNAGAR,AHMEDABAD, GUJARAT ","26,SHIV DARSHAN SOCIETY, ARJUN ASHRAM ROAD,NR.NIRNAYNAGAR SBI BR.",8.12,48.3
VERNELL PHARMA PRIVATE LIMITED,5,1,1,1,2,5,8816000.0,THANE,"A-107, BADRINATH APARTMENT,60 FEET ROAD, BHAYANDER -WEST CONTACT NO: 919320161612",5.0,100.0
PRAGATI HEALTHCARE,11,2,4,1,2,5,8815968.84,"AGRA,UTTAR PRADESH ","208/A-11, RAMA PALACE,,AWAGARH HOU SE",2.75,74.2
SHAMROCK PHARMACHEMI PRIVATE LIMITED,5,1,3,4,1,1,8809907.3,"MUMBAI ,MAHARSHTRA ","83-E,HANSRAJ PRAGJI BUILDING, OFF.DR.E MOSES ROAD,WORLI,",1.67,74.3
PURVANCHAL OVERSEAS,19,1,2,1,7,16,8803000.081285655,GOMTI NAGAR,5/288VIPUL KHAND,9.5,47.2
PRAVA PHARMACEUTICALS PRIVATE LIMITED,4,1,2,1,1,3,8798615.96,HYDERABAD,FLAT NO G 703 APARNA CYBER LIFE NALLAGANDLALINGAMPALLI SERILINGAMPALLY,2.0,100.0
HY CARE INTERNATIONAL,88,2,7,3,1,34,8798608.17,,GANDHI CHOWK,12.57,58.8
PRAYASH HEALTH CARE PRIVATE LIMITED,8,2,5,2,2,6,8790030.78,HYDERABAD ,"FLAT NO. 104, H. NO. 4-77/1,STREET.NO8.PRIME.APTS.HABSIGUDA",1.6,74.5
RN CHEMICALS & PHARMACEUTICAL PRIVATE LIMITED,47,2,3,1,7,25,8789036.55,BADDI,"KHASRA NO. 139/2VILLAGE JODHAPUR, BAROTIWALA CONTACT NO: 919815097865",15.67,42.6
LXIR MEDILABS PRIVATE LIMITED,12,2,6,2,2,7,8787700.62,PANCHKULA,"SCO 48MDC, SECTOR 5",2.0,64.6
BIO NEUTRACEUTICALS,12,1,2,1,1,8,8765000.0,Secunderabad,"D.NO.8-290/1 GROUND FLOOR GAUTHAMNAGAR, FEROZGUDA CONTACT NO: 917032399333",6.0,51.5
BIOPIN-AAMBAL LIFE SCIENCES PRIVATE LIMITED,11,2,6,1,1,10,8759423.92,VADODARA,"OFFICE NO C 427BROADWAY, NR IIRA SCHOOL, BILL",1.83,53.4
Spark Impex,340,1,5,3,18,278,8758558.47,,N/AN/A,68.0,57.1
Renovize Healthcare,21,2,9,2,8,17,8757938.98,PATNA,"HNO 27, ROAD NO 2 PS BUDDHA COLONY,SRI KRISHNA NAGAR",2.33,63.8
GAMAS LIFE SCIENCES PRIVATE LIMITED,12,1,2,1,1,12,8752000.0000823,INDORE,350 TILAK NAGAR MAINNULL,6.0,80.9
RAPID HOUSE,235,2,15,1,1,123,8729111.89994685,BHAGALPUR / BIHAR - ,"S/O LATE CHANDRA MOLESHWAR PRASAD, G.P. VERMA GALI, MUNDICHAK,",15.67,63.7
RA INDIA,59,2,15,8,1,28,8725170.66,PUNE,"18,MITRA MANDAL COLONY",3.93,41.8
DILAUM PHARMA PRIVATE LIMITED,8,1,1,1,4,6,8705756.24,"PUNE,MAHARASHTRA ","SHOP NO 6 SURBHI COMPLEX MHB,YERWA DA PUNE MAHARASHTRA 411006",8.0,100.0
PHARMCOS HEALTHCARE PRIVATE LIMITED,10,2,2,2,1,10,8700241.5,MUMBAI,"SHOP NO A/04 RINISA RESIDENCY CHS LTD,S G BRAVE MARG, NEHRU NAGAR",5.0,46.9
MERLIN EXPORTS,13,2,5,4,3,12,8693975.93,AHMEDABAD,"A-706, SAKAR-9, NR OLD RESERVE BANKASHRAM ROAD CONTACT NO: 919429064874",2.6,55.6
CAPRO LABS EXPORTS INDIA PRIVATE LIMITED,6,1,4,2,1,4,8677000.0,BANGALORE ,"NO.A-109,3RD MAIN,PEENYA II STAGE, PEENYA INDUSTRIAL AREA,",1.5,72.2
WELLN REMEDIES PRIVATE LIMITED,66,1,2,1,1,25,8677000.0,BEAWAR,"SHOP NO. 2SECOND FLOOR, GURU VATIKA",33.0,95.9
GAURI SHANKER EXPORTS,132,2,17,6,1,43,8662811.620000001,DELHI ,B 292 SUDERSHAN PARK NEAR MOTI NAGAR,7.76,59.6
AYURMATRIX HEALTHCARE LLP,54,1,5,1,2,35,8661000.0,Bangalore,"NO 8, 2ND MAIN, TATA SILK FARMK R ROAD, BASAVANAGUDI",10.8,46.3
HI-TECH FORMULATIONS PRIVATE LIMITED,8,2,3,1,1,5,8645949.1,,"VILLAGE KAURANA P.O.BADDI, TEHSIL NALAGARH,",2.67,48.0
SOXA FORMULATIONS AND RESEARCH PRIVATE LIMITED,16,2,4,4,1,12,8627101.15,"HIMATNAGAR,GUJARAT ","18, SAI BABA COMPLEX,,AROGYANAGAR,",4.0,71.0
MATHI ASSOCIATES,120,2,12,1,21,89,8608061.45,"MUMBAI, MAHARASHTRA ","BLDG. NO.8, ROOM NO.4, SADANWADI, LAKE ROAD, BHANDUP WEST,",10.0,57.3
ABRYL LABORATORIES PRIVATE LIMITED,2,1,2,1,1,2,8606941.68,"CHANDIGARH,CHANDIGARH ","HOUSE NO. 63 SECTOR 11A,",1.0,100.0
GRATA TRADING CO,18,1,5,1,1,3,8602000.0,TAMILNADU ,"D-7, 7TH CROSS, THILLAINAGAR TIRUCHIRAPALLI",3.6,49.7
SAMRVIR BIOTECH PRIVATE LIMITED,27,2,2,2,1,14,8589688.0,"GURGAON,HARYANA ","V-17/18, DLF CITY,,PHASE- III,",13.5,43.3
CONTIL INDIA LIMITED,155,2,20,1,1,80,8586793.34,BARODA (GUJARAT STATE) ,811 SIDDHARTH COMPLEX R.C.DUTT ROAD ALKAPURI,7.75,58.4
VIESAINE PHARMA PRIVATE LIMITED,65,2,6,4,1,52,8586112.14,TAL HAVELI,"GODOWN NO.3B,1ST FLOOR,OLD MIL NO.1992 AND NEW 2742,PUNE SASWAD ROAD,WADKI,",10.83,46.5
NOVEX HEALTHCARE,117,2,11,2,2,84,8578045.8,"DELHI,DELHI ","F-6/12 GF F BLOCK,KRISHNA NAGAR",10.64,56.4
YUNG PHARMA,68,1,2,1,12,26,8559000.0,COIMBATORE,"7/112-8, SIVASAKTHI GARDEN SOUTH THOTTAMKEERANATHAM, COIMBATORE",34.0,52.2
PACKARD PHARMACHEM PRIVATE LIMITED,2,1,1,1,1,1,8547926.5,,N/AN/A,2.0,100.0
BRISK SURGICALS COTTON LIMITED,21,2,7,3,1,18,8543669.630812857,NORTH GUJARAT ,PLOT NO. 62 GIDC KALOL,3.0,55.1
NITYA NATURALS PRIVATE LIMITED,70,2,10,3,2,56,8528552.45,ALLAHABAD.U.P ,"1,MIRZAPUR ROAD NAINI",7.0,54.4
ROOTS LIFECARE,153,2,20,7,8,60,8525315.8,"MUMBAI,MAHARASHTRA ","OFF NO 36 3RD FLR AMRUTESHWAR BLDG ,380 82 JSS RD CHIRABAZAR THAKURDWA",7.65,52.3
SPEEDWAY SURGICAL CO,132,2,4,4,21,92,8524632.64,"DELHI , ",1586/31 BHAGIRATH PALACE CHANDNI CHOWK,33.0,48.1
PRABHAT IMPEX,4,1,1,1,1,2,8514000.0,BHIWANDI,"GALA NO.16, BUILDING D-1, H NO 1128BHAGWAN SETH ESTATE, PURNA, BHIWANDI,",4.0,100.0
DAXIN PHARMACEUTICALS PRIVATE LIMITED,16,1,2,1,1,8,8513000.0,DWARKA,"T-1,T-2, 3RD FLOOR, PLOT NO -7, MANISH PLAZA 1, SEC-10,SECTOR -10, DWARKA , NEW DELHI",8.0,100.0
V.P.ROGANTAK PHARMA,5,2,3,3,2,5,8512743.45,AMRITSAR PUNJAB,PLOT NO.106 TILAK NAGARNEAR SHIVALA MANDIR,1.67,59.1
ELETE BIOTECH PRIVATE LIMITED,21,1,1,1,3,7,8510334.12,"NOIDA,UTTAR PRADESH ","B-3, GROUND FLOOR,SECTOR-6, GAUTAM BUDHA NAGAR",21.0,100.0
HOF PHARMACEUTICALS LIMITED,27,2,6,1,3,18,8506242.69,AHMEDABAD,"4/B, GOPINATH SOCIETY, OPP. SUNRISE PARKDRIVE IN ROAD, VASTRAPUR",4.5,71.9
TOPLINE EXIM INC,2,1,1,1,1,2,8502000.0,"AHMEDABAD , GUJ ","1002, ABHIJEET-II, MITHAKHALI SIX ROADS, ELLISBRIDGE ,",2.0,100.0
MEDLIFE FORMULATIONS PRIVATE LIMITED,17,2,6,3,1,9,8496020.28,"NAVI MUMBAI, MAHARASHTRA ","PLOT NO. C- 248, TTC MIDC INDUSTRIAL AREA, PAWANE,",2.83,87.4
KAMAT EXPORTS PRIVATE LIMITED,25,2,14,1,1,14,8494613.17300172,"MUMBAI ,MAHARASHTRA ","768, KRISHNA NIVAS,DR.GHANTI RD. PARSI COLONY,DADAR,",1.79,75.5
NAV GANESHA SALES CORPORATION,54,2,3,3,2,29,8480389.72,MUMBAI,"UNIT NO.947,IJMIMA COMPLEX,RAHEJA M OFF LINK ROAD,BEHIND INFINITY MALL,N/A",18.0,41.7
SHREE BANKEY BEHARI LAL AROMATICS,1,1,1,1,1,1,8466600.0,UTTAR PRADESH ,"B-23, ASHOK NAGAR GHAZIABAD",1.0,100.0
FEDLEY HEALTHCARE PRIVATE LIMITED,6,1,2,2,1,6,8451073.27,,N/AN/A,3.0,51.5
MURARI CORPORATION,31,2,6,1,1,25,8427986.28,"JAIGAON,WEST BENGAL ","N.S.ROAD,",5.17,55.9
KOYE LIFESCIENCES PRIVATE LIMITED,23,1,2,1,7,18,8426844.25,Mumbai,"A-10, 3RD FLOOR, ART GUILD HOUSE, PHOENIX MARKET CITY ANNEXELBS MARG, KURLA, MUMBAI",11.5,46.1
FINESSE MARKET LINK PRIVATE LIMITED,183,2,15,1,2,121,8424643.89,"TRIVANDRUM,KERALA ","T.C. 9/328-5, LA-4,,JAWAHAR NAGAR",12.2,52.4
Wellincure India,1226,2,14,3,27,357,8418607.05776044,"MUMBAI,MAHARASHTRA ","OFF 527, MOHID HEIGHTS, RTO LANE,L OKHANDWALA ROAD, ANDHERI WEST",87.57,60.3
Rxmedicine Mart,13,2,4,4,5,10,8417867.96,Ahmedabad,"BLOCK-C, 318, SUMEL BUSINESS PARK-6, DUDHESWAR SHAHIBAG ROAD, DUDHESWARBLOCK-C, 318, SUMEL BUSINESS PARK-6, DUDHESWAR SHAHIBAG ROAD, DUDHESWAR",3.25,55.3
RETORT PHARMACEUTICALS PRIVATE LIMITED,30,2,9,1,1,30,8412225.11,"CHENNAI, TAMILNADU ",21 MCNICHOLS ROAD CHETPUT,3.33,66.8
LORVEN PHARMACEUTICALS PRIVATE LIMITED,9,1,1,1,6,9,8409812.01,"CHENNAI,TAMIL NADU ","NO.63, 1ST FLOOR, 5TH BLOCK,MOGAPP AIR WEST, NOLAMBUR",9.0,100.0
SEVEILLAR CLINICAL SUPPLIES SERVICES PRIVATE LIMIT,73,2,11,6,1,20,8394215.63,MAHARASHTRA,"N11,A116,A43/A, CIDCO, AURANGABAD,",6.64,61.4
EVESTAR HEALTHCARE,6,1,2,1,1,3,8378000.000162572,Goregaon East Mumbai,"SHOP NO 12, HEENA GAURAV JEWELS CHS,GEN A.K.VAIDYA MARG,",3.0,68.0
MEDISEARCH LABORATORIES (BOMBAY) PRIVATE LIMITED,43,2,13,3,1,38,8341710.92,MUMBAI ,"ASHIRWAD BUILDING,S.V.ROAD,OPP.BADIMASJID,BANDRA(W)",3.31,57.0
NANDANI MEDICAL LABORATORIES PVT LTD,9,2,4,4,2,8,8335149.32,(MADHYA PRADESH) ,"221/5, BICHOLI HAPSI KANADI ROAD, INDORE",2.25,64.1
